interval_id,start_work_period,end_work_period,n_periods,scratch_mean_theta0,scratch_mean_theta1,scratch_peak_theta0,scratch_peak_theta1,sklearn_mean_theta0,sklearn_mean_theta1,sklearn_peak_theta0,sklearn_peak_theta1,learning_rate,iterations,target_space,scratch_mean_rmse,scratch_mean_mae,scratch_mean_r2,sklearn_mean_rmse,sklearn_mean_mae,sklearn_mean_r2,scratch_peak_rmse,scratch_peak_mae,scratch_peak_r2,sklearn_peak_rmse,sklearn_peak_mae,sklearn_peak_r2
2,11,20,10,-0.890498721649014,0.1001099753127459,-0.9759858298022148,0.0754197128824952,-0.8904987216490137,0.1001099753127459,-0.9759858298022148,0.0754197128824952,0.05,3000,z,0.8161844547654464,0.6234966583789396,0.11041305359987652,0.8161844547654464,0.6234966583789397,0.11041305359987641,0.527049960027781,0.43858100444903025,0.14452057973075216,0.527049960027781,0.43858100444903025,0.14452057973075216
4,31,40,10,3.687288931011386,-0.0925674680478208,5.146264037640345,-0.1283800954495871,3.6872889310113854,-0.0925674680478208,5.146264037640347,-0.1283800954495872,0.05,3000,z,0.9990612771940356,0.7997976620821717,0.06614057578949561,0.9990612771940358,0.7997976620821718,0.06614057578949528,1.3392671484688414,1.0749242632384801,0.07046608528112364,1.3392671484688417,1.0749242632384801,0.07046608528112341
6,51,60,10,-7.934994446486535,0.1495757473109348,-6.466034054603781,0.1246925593861888,-7.934994446486534,0.1495757473109347,-6.466034054603777,0.1246925593861887,0.05,3000,z,0.7880357697581848,0.7094808749570424,0.2291233458312062,0.7880357697581842,0.7094808749570426,0.2291233458312072,0.7113200536117451,0.5070413138052564,0.2022437603242745,0.7113200536117452,0.5070413138052563,0.20224376032427416
7,61,70,10,-1.3813299353485593,0.0261126909759868,-3.109909752276212,0.051935985191575,-1.3813299353485602,0.0261126909759868,-3.109909752276212,0.051935985191575,0.05,3000,z,0.6135335365401245,0.5320652506580192,0.01472442385996342,0.6135335365401247,0.5320652506580189,0.014724423859963198,0.8346372850056188,0.7390911244651348,0.030955571254950964,0.8346372850056188,0.7390911244651348,0.030955571254950964
8,71,80,10,8.836953711200684,-0.1180150016427946,15.30759180523994,-0.1969190481360261,8.836953711200685,-0.1180150016427947,15.307591805239944,-0.1969190481360261,0.05,3000,z,0.9190261437914088,0.6990480789538982,0.11975076737781909,0.9190261437914086,0.6990480789538981,0.1197507673778192,1.255306015799758,1.0087892683290127,0.16875583356657986,1.255306015799758,1.0087892683290127,0.16875583356657986
9,81,90,10,-2.4864875037209453,0.0259427027357697,-0.5443406399808646,0.0033490296528005,-2.4864875037209457,0.0259427027357697,-0.5443406399808634,0.0033490296528005,0.05,3000,z,0.9530378674580958,0.7852632722941861,0.0060759928462053026,0.9530378674580958,0.785263272294186,0.0060759928462053026,0.9512145680047729,0.7883290660093699,0.00010225640886629694,0.9512145680047729,0.7883290660093702,0.00010225640886629694
10,91,100,10,-13.403612631638968,0.1430369804639562,-11.904076281756376,0.1268094716794047,-13.403612631638971,0.1430369804639562,-11.904076281756376,0.1268094716794047,0.05,3000,z,0.71774869421529,0.5681356158689639,0.2467875657825661,0.71774869421529,0.5681356158689639,0.2467875657825659,1.0241573028956765,0.8444498776290275,0.11227944990346972,1.0241573028956765,0.8444498776290275,0.11227944990346972
11,101,110,10,-7.143574465648378,0.0670870016752567,-10.692013505679894,0.0985833552237959,-7.143574465648378,0.0670870016752567,-10.692013505679888,0.0985833552237959,0.05,3000,z,0.7133104597008908,0.5333672495853836,0.06801175230022682,0.7133104597008908,0.5333672495853836,0.06801175230022682,1.090140442425353,0.9099979868549685,0.06320354992757382,1.090140442425353,0.9099979868549685,0.06320354992757382
12,111,120,10,1.8886469761323088,-0.0169585310374554,-4.358618685013093,0.0372051255832686,1.8886469761323077,-0.0169585310374553,-4.358618685013093,0.0372051255832686,0.05,3000,z,1.083456558428993,0.8559635465289961,0.002017114251444796,1.083456558428993,0.8559635465289981,0.002017114251444796,0.6398993655295725,0.5015856565892037,0.027132501384677377,0.6398993655295725,0.5015856565892037,0.027132501384677377
13,121,130,10,23.66823368817168,-0.1881145379706468,21.138564048018804,-0.1730263666785428,23.668233688171693,-0.1881145379706469,21.13856404801881,-0.1730263666785428,0.05,3000,z,1.0754754557548913,0.8738850719502945,0.20153613617672006,1.0754754557548916,0.8738850719502939,0.20153613617671962,0.6930445067933948,0.48665822903880507,0.3395977572467075,0.6930445067933948,0.4866582290388036,0.3395977572467075
14,131,140,10,-2.245972095800468,0.0143229494802864,-10.936895454754008,0.0799538908490124,-2.245972095800469,0.0143229494802864,-10.936895454754016,0.0799538908490124,0.05,3000,z,0.8392373399794575,0.7384361652804184,0.002397214658287239,0.8392373399794576,0.7384361652804183,0.002397214658287128,0.8658380415324546,0.7868802983341678,0.0657255600981379,0.8658380415324545,0.7868802983341693,0.06572556009813801
15,141,150,10,-47.35978356261183,0.3169376303657485,-22.491127896297165,0.1497183317982183,-47.35978356261184,0.3169376303657485,-22.491127896297176,0.1497183317982184,0.05,3000,z,2.362058554552048,1.898517954873959,0.1293234003822542,2.362058554552048,1.8985179548739606,0.1293234003822542,1.2396452061380434,1.1086344656085638,0.1074136198526826,1.2396452061380447,1.1086344656085645,0.10741361985268061
16,151,160,10,16.045124408907178,-0.1018882490819312,-3.6851080274702888,0.0256231056018421,16.045124408907178,-0.1018882490819312,-3.685108027470288,0.0256231056018421,0.05,3000,z,0.840297456360632,0.6565882757370354,0.10817250931719158,0.840297456360632,0.6565882757370354,0.10817250931719158,0.6535057661695551,0.5622902718302403,0.01252406048121979,0.6535057661695551,0.5622902718302405,0.0125240604812199
17,161,170,10,6.340159227132589,-0.0361709914581394,6.276043630962949,-0.0366477036567703,6.34015922713259,-0.0361709914581394,6.276043630962951,-0.0366477036567703,0.05,3000,z,0.855313690417397,0.7751474187298382,0.014539951235966964,0.855313690417397,0.7751474187298381,0.014539951235967186,0.6769641561901063,0.5793181389584832,0.0236069995212862,0.6769641561901063,0.5793181389584832,0.0236069995212862
18,171,180,10,-12.83387777481755,0.071045143949967,-15.66581678367824,0.0865413430218636,-12.833877774817548,0.071045143949967,-15.665816783678242,0.0865413430218636,0.05,3000,z,0.9648547929313773,0.7377612884744652,0.04281488340134465,0.9648547929313773,0.7377612884744652,0.04281488340134465,0.8787662650363256,0.7280742365406199,0.0740842563160169,0.8787662650363255,0.7280742365406195,0.07408425631601712
20,191,200,10,8.134758325717145,-0.0413220960735998,-0.5972118497020232,0.0027117914125103,8.134758325717145,-0.0413220960735998,-0.5972118497020267,0.0027117914125104,0.05,3000,z,0.8400195975577703,0.6392523988357046,0.019572896825239994,0.8400195975577703,0.6392523988357046,0.019572896825239994,1.0726787504611242,0.8716605481643123,5.2723503036533614e-05,1.0726787504611242,0.8716605481643155,5.2723503036533614e-05
21,201,210,10,30.30233921964416,-0.1456091771709507,14.874189445012004,-0.0709150707419115,30.302339219644164,-0.1456091771709507,14.874189445012007,-0.0709150707419115,0.05,3000,z,0.444311751276518,0.3554501607662701,0.4697899947589107,0.44431175127651795,0.3554501607662701,0.4697899947589107,0.7153615933698385,0.6070164041054146,0.07499365196480134,0.7153615933698383,0.6070164041054154,0.07499365196480168
22,211,220,10,13.981638323668328,-0.0669865406009604,-39.70196102916491,0.183217848175968,13.981638323668328,-0.0669865406009604,-39.70196102916491,0.183217848175968,0.05,3000,z,0.8062111341429399,0.6994350867934724,0.053885881133286406,0.8062111341429399,0.6994350867934724,0.053885881133286406,0.564086068920036,0.48230234457634913,0.4653434745811048,0.564086068920036,0.48230234457634913,0.4653434745811048
23,221,230,10,-17.060909699921325,0.0754112962673273,-61.56676518895547,0.2739041287288092,-17.060909699921325,0.0754112962673273,-61.56676518895547,0.2739041287288092,0.05,3000,z,0.9547651026943926,0.7738529639961211,0.04894832144130257,0.9547651026943926,0.7738529639961211,0.04894832144130257,0.9833716800953082,0.8063052419013953,0.39026348376287723,0.9833716800953082,0.8063052419013953,0.39026348376287723
24,231,240,10,-8.069860845321543,0.0342032121917013,3.0479804632588308,-0.0140129228314051,-8.069860845321534,0.0342032121917013,3.047980463258828,-0.0140129228314051,0.05,3000,z,0.9387105659723798,0.732669094996702,0.010834115346393225,0.9387105659723798,0.732669094996702,0.010834115346393225,1.2792066623104354,0.9301000153122958,0.0009890090151580821,1.2792066623104354,0.9301000153122955,0.0009890090151580821
26,251,260,10,-12.755515443931756,0.0493010419735134,-1.9370937766231855,0.0070211827323938,-12.755515443931758,0.0493010419735134,-1.9370937766231844,0.0070211827323938,0.05,3000,z,0.9208448277721399,0.7999311834628116,0.0231016299904373,0.9208448277721399,0.7999311834628116,0.0231016299904373,0.9545641475028092,0.8063328753567116,0.0004461392823181809,0.954564147502809,0.8063328753567118,0.0004461392823182919
30,291,300,10,1.185663104801956,-0.0041234424017939,-0.0834881528208744,0.001252551379672,1.18566310480196,-0.0041234424017939,-0.083488152820864,0.0012525513796719,0.05,3000,z,1.08453028767552,0.8248065404197659,0.00011924458132750448,1.0845302876755203,0.8248065404197668,0.00011924458132739346,1.3014367502217952,1.1371190112218363,7.64179875667459e-06,1.3014367502217952,1.1371190112218401,7.64179875667459e-06
31,301,310,10,-44.38105910787616,0.1463582519607655,-43.41505324242356,0.1430456270794144,-44.38105910787617,0.1463582519607655,-43.415053242423554,0.1430456270794144,0.05,3000,z,0.5204208047984533,0.42278136976076813,0.39485548622105326,0.5204208047984533,0.4227813697607695,0.3948554862210534,0.7472527274896011,0.6343489108546013,0.23214006855338865,0.7472527274896011,0.6343489108546013,0.23214006855338865
32,311,320,10,-2.7579372900353074,0.0082759192464077,-15.533675809627333,0.0489065873513107,-2.757937290035303,0.0082759192464077,-15.533675809627338,0.0489065873513107,0.05,3000,z,0.6832541676448071,0.5799578986620745,0.0012089170833083918,0.6832541676448071,0.5799578986620754,0.0012089170833083918,0.8212379000137465,0.6603246160659352,0.02842668885022781,0.8212379000137465,0.6603246160659342,0.02842668885022781
33,321,330,10,32.17338552146847,-0.0994376679396392,3.587209824488633,-0.0115753598204251,32.17338552146846,-0.0994376679396392,3.587209824488629,-0.0115753598204251,0.05,3000,z,0.6796399682693829,0.5149633762821105,0.15009563054260355,0.6796399682693829,0.5149633762821091,0.15009563054260355,0.5291931695224049,0.4493578656383514,0.003931729170485565,0.5291931695224049,0.4493578656383514,0.003931729170485565
34,331,340,10,11.776600314700612,-0.0351922393613674,30.68673277235784,-0.0902830798731128,11.776600314700604,-0.0351922393613673,30.68673277235783,-0.0902830798731128,0.05,3000,z,0.8058227069639214,0.6046901482352001,0.015491315663519134,0.8058227069639216,0.6046901482352002,0.015491315663518912,0.8639986731502953,0.7401800384226564,0.08263825797646418,0.8639986731502953,0.7401800384226543,0.08263825797646418
35,341,350,10,33.997980015234106,-0.098717541781212,-26.655899952105,0.0762612416209644,33.99798001523409,-0.098717541781212,-26.655899952105,0.0762612416209644,0.05,3000,z,1.0181254814634653,0.7462674290830873,0.07197776863748195,1.0181254814634653,0.7462674290830816,0.07197776863748206,1.1735296034969716,0.9705100165822701,0.03366669921851784,1.1735296034969716,0.9705100165822701,0.03366669921851784
36,351,360,10,-15.08012984555338,0.0405377253013436,1.4113223647606616,-0.00606850013154,-15.080129845553376,0.0405377253013436,1.4113223647606683,-0.00606850013154,0.05,3000,z,0.5219715689436307,0.4392231069966167,0.047401168462140486,0.5219715689436306,0.4392231069966174,0.04740116846214071,0.6857626235608107,0.6160479551935102,0.000645637237981278,0.6857626235608107,0.6160479551935102,0.000645637237981278
37,361,370,10,27.55269717862725,-0.0763256006447969,43.38842611194273,-0.1189299109952621,27.552697178627263,-0.0763256006447969,43.38842611194274,-0.1189299109952622,0.05,3000,z,1.0045188044185198,0.80049276853429,0.045464293481507045,1.0045188044185198,0.8004927685342871,0.045464293481507045,0.7206525738096977,0.5934337314024127,0.18346701171386615,0.7206525738096958,0.5934337314024013,0.18346701171387014
40,391,400,10,30.186016551241888,-0.0763431159150401,33.95109292908391,-0.0871663543994197,30.18601655124189,-0.0763431159150401,33.95109292908389,-0.0871663543994197,0.05,3000,z,0.8704727959977183,0.5673165366851378,0.05967097667217014,0.8704727959977183,0.5673165366851385,0.05967097667217014,0.638616630992656,0.5645276584835364,0.1332228497168847,0.6386166309926561,0.5645276584835407,0.13322284971688447
42,411,420,10,-96.88089994352778,0.2324839106320051,-45.242178258682245,0.1083511523187118,-96.8808999435278,0.2324839106320052,-45.24217825868226,0.1083511523187119,0.05,3000,z,0.8535647198442277,0.7200151848276388,0.37966096696259,0.8535647198442268,0.7200151848276317,0.37966096696259133,0.8979070890908529,0.6673953387160537,0.10724796613054832,0.897907089090853,0.6673953387160474,0.10724796613054821
45,441,450,10,-35.7123129334984,0.0800763162540861,-48.07392155034413,0.1081215569364295,-35.7123129334984,0.0800763162540861,-48.07392155034414,0.1081215569364295,0.05,3000,z,0.8719145826798822,0.6160166944268688,0.06505774789242713,0.8719145826798822,0.6160166944268688,0.06505774789242713,0.9481109373032177,0.6824462190604714,0.09689441503031315,0.9481109373032176,0.6824462190604714,0.09689441503031337
46,451,460,10,5.818666636715959,-0.0134599383804731,50.10685315287577,-0.1109244595999525,5.818666636715959,-0.0134599383804731,50.106853152875765,-0.1109244595999525,0.05,3000,z,0.7603684514457075,0.6518890667501445,0.002578520746073454,0.7603684514457075,0.6518890667501445,0.002578520746073454,0.5674331761667356,0.4723977619397347,0.23969836341287565,0.5674331761667357,0.4723977619397333,0.23969836341287565
47,461,470,10,27.082881713741283,-0.0586351968002915,40.408864131661645,-0.0880890103602363,27.082881713741283,-0.0586351968002915,40.408864131661645,-0.0880890103602363,0.05,3000,z,0.8023060014269301,0.6211691363429837,0.04220493504028455,0.8023060014269301,0.6211691363429837,0.04220493504028455,0.8243567996070682,0.646563654829133,0.08609320356410133,0.8243567996070682,0.646563654829133,0.08609320356410133
48,471,480,10,-18.718258776364564,0.0401813869387136,-41.9633192483108,0.0883053848259038,-18.71825877636457,0.0401813869387137,-41.9633192483108,0.0883053848259038,0.05,3000,z,0.7486665790437479,0.6225786277277139,0.023212765151249592,0.7486665790437473,0.6225786277277132,0.023212765151250814,0.6188941327044388,0.5050586422758133,0.143803382167781,0.6188941327044388,0.5050586422758133,0.143803382167781
49,481,490,10,45.94621754510755,-0.0955082599713314,90.60062594656672,-0.1872522282768897,45.94621754510755,-0.0955082599713314,90.60062594656672,-0.1872522282768897,0.05,3000,z,0.8223173577505821,0.7328007174589576,0.10014503369819994,0.8223173577505821,0.7328007174589576,0.10014503369819994,0.9173566778198273,0.7435111303731732,0.2558090339889314,0.9173566778198273,0.7435111303731732,0.2558090339889314
50,491,500,10,77.84300176928926,-0.1573803032655648,83.7394820245983,-0.1691463507196364,77.84300176928927,-0.1573803032655648,83.7394820245983,-0.1691463507196364,0.05,3000,z,0.5493078357325764,0.4645631451605274,0.40377160329335393,0.5493078357325764,0.4645631451605274,0.40377160329335404,0.646753602130105,0.47938591101909733,0.3607318920819975,0.646753602130105,0.47938591101909733,0.3607318920819975
51,501,510,10,22.412914548417923,-0.0437397164591906,-2.590480975149504,0.0061832947162628,22.412914548417927,-0.0437397164591906,-2.590480975149493,0.0061832947162627,0.05,3000,z,0.805295987481599,0.7050681643515387,0.023760265287945614,0.805295987481599,0.7050681643515395,0.023760265287945614,0.9976573632979708,0.8713348551082403,0.0003168060079081769,0.9976573632979708,0.8713348551082323,0.0003168060079081769
52,511,520,10,3.735047403414267,-0.0068552207070857,-26.51947072280486,0.0524292533657409,3.735047403414257,-0.0068552207070856,-26.51947072280486,0.0524292533657409,0.05,3000,z,1.0853233335056403,0.9182441707291316,0.0003290301021441344,1.0853233335056403,0.9182441707291147,0.0003290301021441344,0.9309599749461069,0.8367282634085731,0.025498909345698317,0.9309599749461069,0.8367282634085731,0.025498909345698317
53,521,530,10,41.675205512072544,-0.0789789123494024,-54.88779253796034,0.1049160003228131,41.67520551207253,-0.0789789123494024,-54.88779253796032,0.104916000322813,0.05,3000,z,0.9841509025382595,0.9126470438147747,0.05045105045423759,0.9841509025382597,0.9126470438147718,0.05045105045423737,0.8072785533807666,0.6847885181603522,0.12230252397195629,0.8072785533807666,0.6847885181603522,0.12230252397195629
54,531,540,10,0.4527225513657302,-0.0016608055113714,-38.65228122273686,0.071505103848537,0.4527225513657439,-0.0016608055113714,-38.65228122273688,0.071505103848537,0.05,3000,z,0.8466163053295975,0.6635632869808369,3.174712913445177e-05,0.8466163053295975,0.6635632869808342,3.174712913445177e-05,1.1710156468938537,0.9027114401965248,0.029843145232434143,1.1710156468938535,0.9027114401965205,0.029843145232434365
55,541,550,10,-0.0120028359510904,-0.0007786139672658,3.57309656434363,-0.0064825919140997,-0.0120028359510928,-0.0007786139672658,3.573096564343646,-0.0064825919140997,0.05,3000,z,0.749671037001062,0.6217280235185894,8.899241630500043e-06,0.749671037001062,0.6217280235185895,8.899241630500043e-06,1.254359366798463,0.970503669548237,0.00022029856868688302,1.254359366798463,0.9705036695482339,0.00022029856868699405
56,551,560,10,36.073219170368,-0.0649795605372267,98.28563432545792,-0.1765515426790218,36.073219170368,-0.0649795605372267,98.28563432545796,-0.1765515426790219,0.05,3000,z,0.701863452374577,0.5225506254478369,0.06604332954202552,0.701863452374577,0.5225506254478369,0.06604332954202552,0.47511765799529526,0.3822139420743096,0.5325324678994897,0.4751176579952982,0.38221394207431814,0.5325324678994838
57,561,570,10,-12.989737972009763,0.0239485993729871,-53.554762773547694,0.095367081466777,-12.98973797200976,0.0239485993729871,-53.55476277354769,0.095367081466777,0.05,3000,z,1.3966760756942438,1.2981197414861185,0.0024197507909378135,1.3966760756942438,1.2981197414861185,0.0024197507909378135,1.0591999047729772,0.8102255779282643,0.06268730044277104,1.0591999047729772,0.8102255779282658,0.06268730044277093
58,571,580,10,-12.66093901157246,0.0228134689383216,-1.6620865338771162,0.0038290644846781,-12.660939011572452,0.0228134689383216,-1.662086533877122,0.0038290644846781,0.05,3000,z,1.1216608921972322,0.9913250093367415,0.0034012127786116064,1.1216608921972322,0.9913250093367415,0.0034012127786116064,1.0899032569140514,0.8855759369140708,0.00010181674003595376,1.0899032569140512,0.8855759369140707,0.00010181674003606478
59,581,590,10,59.17942566410688,-0.1006336136554631,-12.286606468404614,0.0207464698605508,59.17942566410688,-0.1006336136554631,-12.286606468404608,0.0207464698605508,0.05,3000,z,0.6493865272794512,0.5409622002380903,0.16536072048541273,0.6493865272794512,0.5409622002380903,0.16536072048541273,1.0009277914463055,0.8487869695028586,0.003531834141897394,1.0009277914463055,0.8487869695028596,0.003531834141897394
60,591,600,10,38.86042004429076,-0.0650908218763616,98.10959971564834,-0.1645523369223317,38.86042004429076,-0.0650908218763616,98.10959971564832,-0.1645523369223316,0.05,3000,z,0.6525718276937912,0.5500746297039099,0.0758538253703871,0.6525718276937912,0.5500746297039099,0.0758538253703871,1.1759127394284696,0.9544613285610749,0.13908275198024278,1.1759127394284725,0.9544613285610778,0.13908275198023867
61,601,610,10,-22.11681245335491,0.0366101101355191,42.9977285300963,-0.0700351901621535,-22.1168124533549,0.0366101101355191,42.99772853009628,-0.0700351901621534,0.05,3000,z,0.7403056968450502,0.6015818863658394,0.019776924633183146,0.7403056968450502,0.6015818863658436,0.019776924633182924,1.0184776536717712,0.9354890174879372,0.037545989156527626,1.0184776536717723,0.9354890174879387,0.03754598915652552
64,631,640,10,-25.119736462787163,0.0396801635056217,-7.4388753164068175,0.0113198258446907,-25.11973646278716,0.0396801635056217,-7.438875316406814,0.0113198258446907,0.05,3000,z,0.9838103428586863,0.8613923397779868,0.01324305787644342,0.9838103428586862,0.8613923397779853,0.013243057876443531,0.5644584327231711,0.4641621261852144,0.003306975115859423,0.5644584327231711,0.46416212618521513,0.003306975115859423
65,641,650,10,-49.05359349094312,0.0764336542341587,50.24881770286991,-0.077484810117174,-49.05359349094312,0.0764336542341587,50.24881770286992,-0.0774848101171741,0.05,3000,z,0.9529087502701602,0.7488147598893338,0.05040338713132908,0.9529087502701602,0.7488147598893338,0.05040338713132908,0.7421934769191866,0.6151476468064881,0.0825008632740023,0.7421934769191852,0.6151476468064988,0.08250086327400552
66,651,660,10,75.28184942109175,-0.1154834950499004,58.13903752115799,-0.0889123789768705,75.28184942109175,-0.1154834950499005,58.139037521158,-0.0889123789768705,0.05,3000,z,0.6693280752480805,0.5302831118320193,0.19716943832359501,0.6693280752480805,0.5302831118320335,0.1971694383235948,0.7050634662326146,0.4572163275288724,0.1159802295580934,0.7050634662326146,0.4572163275288781,0.1159802295580934
67,661,670,10,45.19764196657683,-0.0677774961676073,51.172146470417125,-0.0769101289301704,45.19764196657684,-0.0677774961676073,51.17214647041713,-0.0769101289301704,0.05,3000,z,0.5801934238143628,0.46873736893242846,0.10119202858676757,0.5801934238143627,0.46873736893242846,0.10119202858676768,0.7081408862086613,0.5377128649360139,0.08868500658780987,0.7081408862086613,0.5377128649360153,0.08868500658780987
69,681,690,10,-83.95113621355681,0.1224614905079204,-55.9970713542647,0.0820010143469589,-83.95113621355678,0.1224614905079203,-55.99707135426468,0.0820010143469589,0.05,3000,z,1.0617282059601552,0.9577557053420536,0.09890061944598416,1.061728205960158,0.9577557053420579,0.09890061944597917,0.9650462849540713,0.8002873515380721,0.056217072779228605,0.9650462849540713,0.8002873515380692,0.056217072779228605
70,691,700,10,-7.506760148855463,0.0111785065884637,72.1460778088485,-0.1042402859844989,-7.506760148855462,0.0111785065884637,72.14607780884852,-0.1042402859844989,0.05,3000,z,0.7358246637556815,0.5749921427371819,0.001900407430393325,0.7358246637556815,0.5749921427371819,0.001900407430393325,0.6829680082005845,0.5258173427267858,0.16120554187977676,0.6829680082005845,0.525817342726783,0.16120554187977676
71,701,710,10,-96.6714029243001,0.1371380206688163,13.789823880433207,-0.0200571991124372,-96.6714029243001,0.1371380206688163,13.789823880433229,-0.0200571991124373,0.05,3000,z,1.2616616773555025,1.1058132215865788,0.08881576785587297,1.2616616773555025,1.1058132215865788,0.08881576785587297,1.0393131776070004,0.928169495577135,0.0030631572953154773,1.0393131776070006,0.928169495577135,0.003063157295314922
72,711,720,10,-94.4989942348178,0.1319151115593974,24.59245547550292,-0.0344421528215704,-94.4989942348178,0.1319151115593974,24.59245547550293,-0.0344421528215704,0.05,3000,z,1.1392204215543626,0.9731058050374681,0.09960075818084035,1.1392204215543626,0.9731058050374681,0.09960075818084035,1.0115490029164602,0.8162102557088853,0.009473852503783742,1.0115490029164602,0.8162102557088895,0.009473852503783742
73,721,730,10,-59.57036001501911,0.0821258752379961,63.418841063845406,-0.0874736910080179,-59.57036001501913,0.0821258752379961,63.41884106384544,-0.0874736910080179,0.05,3000,z,0.9772080970877618,0.7415921697053542,0.05506094440641163,0.9772080970877618,0.7415921697053585,0.055060944406411405,1.0143404567648158,0.8900371910878947,0.05780710029892455,1.0143404567648158,0.8900371910879018,0.05780710029892455
74,731,740,10,-4.370147727000877,0.0064521201634643,-2.7723071044026035,0.0041749268939942,-4.37014772700087,0.0064521201634643,-2.7723071044026004,0.0041749268939942,0.05,3000,z,0.7513208218930146,0.545549388852969,0.000608056362208953,0.7513208218930146,0.5455493888529716,0.000608056362208842,1.0523686230633564,0.8563578081158212,0.00012982535859129563,1.0523686230633567,0.8563578081158205,0.00012982535859107358
75,741,750,10,58.95269780596207,-0.0786926403786745,-68.22931161523579,0.0916671073041949,58.95269780596209,-0.0786926403786745,-68.22931161523583,0.091667107304195,0.05,3000,z,0.6856364181827006,0.5875375191750181,0.09802338719990633,0.6856364181827006,0.5875375191750181,0.09802338719990633,0.8361201354527462,0.6377134440202272,0.09021569098755511,0.8361201354527468,0.6377134440202401,0.09021569098755389
76,751,760,10,-213.4872186152829,0.2828412423964905,-88.83759162795558,0.1175683864589069,-213.48721861528296,0.2828412423964906,-88.83759162795562,0.117568386458907,0.05,3000,z,1.0138123926668794,0.872416843693145,0.3910355105013773,1.0138123926668758,0.8724168436931421,0.3910355105013814,0.7494747641851105,0.6500256649183233,0.16875287876803513,0.7494747641851103,0.6500256649183218,0.16875287876803569
77,761,770,10,59.624533644887,-0.0775213543541858,3.570121416993784,-0.0045207396006158,59.624533644887016,-0.0775213543541858,3.5701214169937785,-0.0045207396006158,0.05,3000,z,0.8145525398866487,0.7105914436271532,0.06952830076893413,0.8145525398866487,0.7105914436271532,0.06952830076893413,0.7528130111885081,0.6680626011112397,0.0002974195501207477,0.752813011188508,0.6680626011112408,0.00029741955012096977
78,771,780,10,-66.49013572168467,0.0856088471232057,-51.842900970075256,0.0665076222195234,-66.49013572168468,0.0856088471232057,-51.84290097007524,0.0665076222195234,0.05,3000,z,0.7446249550090599,0.6455108930440825,0.09832543794852511,0.7446249550090599,0.6455108930440825,0.09832543794852511,0.6312301657359922,0.5029736092905381,0.08390039343639111,0.6312301657359922,0.502973609290541,0.08390039343639089
79,781,790,10,-92.51728369957424,0.1177728573829869,-80.88780598876514,0.1027914524532252,-92.51728369957424,0.1177728573829869,-80.88780598876517,0.1027914524532253,0.05,3000,z,0.5733924954316592,0.4744267750502327,0.25818719047050065,0.5733924954316592,0.4744267750502327,0.25818719047050065,1.049830124021276,0.8936055102693746,0.07329453868863733,1.0498301240212777,0.8936055102693675,0.07329453868863411
80,791,800,10,5.333143766128888,-0.0065755322327591,20.5115851271906,-0.0257982951726606,5.333143766128889,-0.0065755322327591,20.511585127190592,-0.0257982951726606,0.05,3000,z,0.8329301637289543,0.6962320777128175,0.0005138961346516924,0.8329301637289543,0.6962320777128173,0.0005138961346516924,0.7849964305188714,0.5201917731234625,0.008831774478136656,0.7849964305188714,0.5201917731234625,0.008831774478136545
83,821,830,10,109.5829286839472,-0.1327166295941629,-6.53766989517617,0.008224062482209,109.58292868394716,-0.1327166295941629,-6.537669895176183,0.008224062482209,0.05,3000,z,1.2566715322169657,1.0748098510145334,0.08426209875705981,1.256671532216966,1.074809851014542,0.08426209875705981,1.3960567689073728,1.031217471089706,0.00028621755871272025,1.3960567689073728,1.0312174710897057,0.00028621755871272025
84,831,840,10,9.516068535186191,-0.0116799216611806,-30.93278113122517,0.0371810322023326,9.516068535186175,-0.0116799216611806,-30.932781131225163,0.0371810322023326,0.05,3000,z,0.5185974809457655,0.3704846843650471,0.0041673441433208724,0.5185974809457655,0.3704846843650439,0.0041673441433208724,0.41184635989265067,0.3116086644966577,0.06300345403779684,0.41184635989265067,0.3116086644966591,0.06300345403779684
85,841,850,10,-140.6716916363348,0.1660470113364329,-56.00359273291867,0.0661988877226557,-140.67169163633483,0.166047011336433,-56.00359273291867,0.0661988877226557,0.05,3000,z,0.7563149474118298,0.5500402631089895,0.28451784659972956,0.7563149474118387,0.550040263108998,0.2845178465997128,0.9176585065827737,0.6986984855887456,0.04116580911459444,0.9176585065827737,0.6986984855887456,0.04116580911459444
86,851,858,8,154.183757553876,-0.1803122834710574,155.58876111540474,-0.1819167439208296,154.18375755387612,-0.1803122834710575,155.5887611154048,-0.1819167439208296,0.05,3000,z,0.5110651931470961,0.45135949459826136,0.3952287120515453,0.5110651931471079,0.4513594945982827,0.39522871205151755,0.5621202415919639,0.41685399147531044,0.3547773089877385,0.5621202415919639,0.41685399147531044,0.3547773089877385
